distribution,pop_skewness,sample_size,mean_sampling_skewness,median_sampling_skewness,lower_quantile,upper_quantile
"Log-normal (μ = 0, σ = 0.45)",1.527659506242575,500,1.4810008962333276,1.420189186874609,0.99512998327943325,2.330780495306877
"Gamma (α = 1.31, θ = 1)",1.7474081133220758,500,1.713357647956035,1.6740777120781052,1.2738642849212134,2.3951172332878548
"Log-normal (μ = 0, σ = 0.5)",1.7501896550697178,500,1.68488819868792,1.6044077965333163,1.122601951035821,2.7302623276228903
"Gamma (α = 1, θ = 1)",2,500,1.9561103643044195,1.90680245889887,1.4545633705580936,2.7508306969450103
"Log-normal (μ = 0, σ = 0.55)",1.992956625406344,500,1.9008444892369107,1.7979888608287191,1.2492827210679478,3.1862191066558814
"Gamma (α = 0.79, θ = 1)",2.250175801852048,500,2.1919780674937663,2.130627999076019,1.6337246453548107,3.1121167364095332
"Log-normal (μ = 0, σ = 0.6)",2.2600838884867054,500,2.1312224800436557,1.999705789524763,1.382875321712041,3.67303991456878
"Gamma (α = 0.64, θ = 1)",2.5,500,2.4276611420493257,2.3570216820239445,1.8039817164567082,3.48640387073695
"Log-normal (μ = 0, σ = 0.65)",2.5565396521582318,500,2.3780677554120166,2.2087260408393665,1.5183749029602729,4.281475125224447
"Gamma (α = 0.53, θ = 1)",2.7472112789737806,500,2.6616974185098616,2.5773114730551843,1.9728074248048304,3.8548165471509583
"Log-normal (μ = 0, σ = 0.7)",2.8883566031310934,500,2.6313100546813555,2.4236192107110206,1.6494373936087223,4.917440002637136
"Gamma (α = 0.44, θ = 1)",3.0151134457776365,500,2.908256469057954,2.810951871455219,2.142061281383011,4.253058283936813
"Log-normal (μ = 0, σ = 0.75)",3.262912728207002,500,2.900929367778917,2.6487333588695763,1.7852103735313989,5.5820802116104495
"Gamma (α = 16, θ = 1)",0.5,700,0.4959397020378303,0.49141853754442144,0.29618412767361074,0.7222035376454846
"Log-normal (μ = 0, σ = 0.25)",0.7782516357974832,700,0.770115896509522,0.7575731216789272,0.5213943271617966,1.0903673212953844
"Gamma (α = 4, θ = 1)",1,700,0.9911743704851647,0.9781164179005248,0.7320191425330718,1.3235854738662471
"Log-normal (μ = 0, σ = 0.35)",1.1300370516687537,700,1.1149311526853203,1.089120790869353,0.7875708724306846,1.5944671251741318
"Gamma (α = 2.56, θ = 1)",1.25,700,1.2356790788003975,1.217714354227418,0.9387248701127222,1.6391559382704983
"Log-normal (μ = 0, σ = 0.4)",1.3219144053987633,700,1.298833605390591,1.2616453620895414,0.9231331935939038,1.8964146437058782
"Gamma (α = 2, θ = 1)",1.4142135623730951,700,1.3972049164390614,1.3751316280538617,1.0699989239670729,1.8535590734587037
"Gamma (α = 1.78, θ = 1)",1.499063377991723,700,1.4801018770531578,1.455911991488727,1.1375514796680675,1.9664613927465682
"Log-normal (μ = 0, σ = 0.45)",1.527659506242575,700,1.4952071437415475,1.4433767884683881,1.0589987476769702,2.2412872768106276
"Gamma (α = 1.31, θ = 1)",1.7474081133220758,700,1.7227254077827239,1.690543872435602,1.332449356149202,2.3024716193791996
"Log-normal (μ = 0, σ = 0.5)",1.7501896550697178,700,1.7057086970795188,1.6349882744334288,1.1954016079837264,2.645457073785822
"Gamma (α = 1, θ = 1)",2,700,1.9681091597927103,1.92660913630721,1.5233471859547658,2.6572183206207654
"Log-normal (μ = 0, σ = 0.55)",1.992956625406344,700,1.9271681906689875,1.835044174778822,1.331837574881974,3.087672629954104
"Gamma (α = 0.79, θ = 1)",2.250175801852048,700,2.2078609884769427,2.1583984556183555,1.7050350217600434,3.009505943227018
"Log-normal (μ = 0, σ = 0.6)",2.2600838884867054,700,2.165611800639416,2.0425234996332553,1.4745275419850166,3.6144955762405147
"Gamma (α = 0.64, θ = 1)",2.5,700,2.4469561331227947,2.3862258774129215,1.8872229970006356,3.3705865407273525
"Log-normal (μ = 0, σ = 0.65)",2.5565396521582318,700,2.4189105759128626,2.259201624979454,1.6117301937374526,4.20184169508041
"Gamma (α = 0.53, θ = 1)",2.7472112789737806,700,2.6832026928495285,2.611598736611419,2.0586335459486316,3.7389286943704323
"Log-normal (μ = 0, σ = 0.7)",2.8883566031310934,700,2.6912439138107933,2.4964593690802985,1.757132580541958,4.83936064102277
"Gamma (α = 0.44, θ = 1)",3.0151134457776365,700,2.9338761838366763,2.850641974770075,2.2414329160610147,4.119150938856118
"Log-normal (μ = 0, σ = 0.75)",3.262912728207002,700,2.9845263541605895,2.735186703473624,1.9013038329277019,5.626784938756519
"Gamma (α = 16, θ = 1)",0.5,900,0.4967425144752746,0.49287503303163327,0.31871368162693337,0.6959623395654775
"Log-normal (μ = 0, σ = 0.25)",0.7782516357974832,900,0.7711745940049064,0.7605723307397513,0.5474994528156999,1.0563401005708617
"Gamma (α = 4, θ = 1)",1,900,0.992703786050083,0.9822974910140135,0.7629912038867658,1.2826955007371723
"Log-normal (μ = 0, σ = 0.35)",1.1300370516687537,900,1.1169318215488346,1.0948437206718986,0.8231394342617521,1.540238362756446
"Gamma (α = 2.56, θ = 1)",1.25,900,1.2400546612996097,1.2255053149216675,0.9707996650826048,1.597932565971135
"Log-normal (μ = 0, σ = 0.4)",1.3219144053987633,900,1.3035600792256838,1.2713959166382731,0.9623907181620949,1.8361032267402242
"Gamma (α = 2, θ = 1)",1.4142135623730951,900,1.4007838625157287,1.3822277408762575,1.1048599584530532,1.8063936831739174
"Gamma (α = 1.78, θ = 1)",1.499063377991723,900,1.48421396793,1.4635927355181662,1.175205693122955,1.9144883271868458
"Log-normal (μ = 0, σ = 0.45)",1.527659506242575,900,1.502027054561367,1.4566317949764775,1.0985634958338626,2.1773421573955853
"Gamma (α = 1.31, θ = 1)",1.7474081133220758,900,1.7280759118364784,1.7006033570042463,1.3728681932939006,2.2434533954620135
"Log-normal (μ = 0, σ = 0.5)",1.7501896550697178,900,1.711612194972057,1.6501716015918841,1.244283651684697,2.5536655352730313
"Gamma (α = 1, θ = 1)",2,900,1.974914754172925,1.939933683696792,1.569881150013849,2.5901178076325757
"Log-normal (μ = 0, σ = 0.55)",1.992956625406344,900,1.938410099451796,1.8543323096271176,1.384395060026059,3.0123005401361036
"Gamma (α = 0.79, θ = 1)",2.250175801852048,900,2.2170444356263235,2.1744439896462167,1.7574021033068807,2.928702601747215
"Log-normal (μ = 0, σ = 0.6)",2.2600838884867054,900,2.1828913523337192,2.0721126229084277,1.5309236971431552,3.52086577021448
"Gamma (α = 0.64, θ = 1)",2.5,900,2.4596630114073355,2.4066418382980466,1.9427342543447688,3.2914449866030986
"Log-normal (μ = 0, σ = 0.65)",2.5565396521582318,900,2.4407413762198575,2.295610291081069,1.6773655457866115,4.109934358991445
"Gamma (α = 0.53, θ = 1)",2.7472112789737806,900,2.695011567513525,2.6339452037699753,2.1165851135077434,3.642436947813553
"Log-normal (μ = 0, σ = 0.7)",2.8883566031310934,900,2.7261249679947386,2.5362343479541174,1.832227341078934,4.805463777898097
"Gamma (α = 0.44, θ = 1)",3.0151134457776365,900,2.948343392603952,2.876003991193868,2.30758108398795,4.01700394352856
"Log-normal (μ = 0, σ = 0.75)",3.262912728207002,900,3.027682416336364,2.7913429371271157,1.9920415935010978,5.540107822566652
